date,contract_preamble,expiry_date,daily_volume,mean,median,mode,skewness,kurtosis,variance
2021-07-02,FED-21JUL,2021-07-26,6,0.1403061224489796,0.125,0.125,1,11.11201956521739,0.003592253227821741
2021-07-03,FED-21JUL,2021-07-26,0,0.1403061224489796,0.125,0.125,1,11.11201956521739,0.003592253227821741
2021-07-04,FED-21JUL,2021-07-26,0,0.1403061224489796,0.125,0.125,1,11.11201956521739,0.003592253227821741
2021-07-05,FED-21JUL,2021-07-26,303,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-07-06,FED-21JUL,2021-07-26,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-07-07,FED-21JUL,2021-07-26,200,0.1326530612244898,0.125,0.125,1,27.087350526315802,0.0018546959600166592
2021-07-08,FED-21JUL,2021-07-26,5,0.1326530612244898,0.125,0.125,1,27.087350526315802,0.0018546959600166592
2021-07-09,FED-21JUL,2021-07-26,96,0.1326530612244898,0.125,0.125,1,27.087350526315802,0.0018546959600166592
2021-07-10,FED-21JUL,2021-07-26,1946,0.1377551020408163,0.125,0.125,1,14.302453548387092,0.0030260828821324455
2021-07-11,FED-21JUL,2021-07-26,0,0.1377551020408163,0.125,0.125,1,14.302453548387092,0.0030260828821324455
2021-07-12,FED-21JUL,2021-07-26,0,0.1377551020408163,0.125,0.125,1,14.302453548387092,0.0030260828821324455
2021-07-13,FED-21JUL,2021-07-26,3014,0.1377551020408163,0.125,0.125,1,14.302453548387092,0.0030260828821324455
2021-07-14,FED-21JUL,2021-07-26,89,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-07-15,FED-21JUL,2021-07-26,45,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-07-16,FED-21JUL,2021-07-26,111,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-07-17,FED-21JUL,2021-07-26,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-07-18,FED-21JUL,2021-07-26,1000,0.125,0.125,0.125,NA,NA,0
2021-07-19,FED-21JUL,2021-07-26,10,0.125,0.125,0.125,NA,NA,0
2021-07-20,FED-21JUL,2021-07-26,1722,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-07-21,FED-21JUL,2021-07-26,7,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-07-22,FED-21JUL,2021-07-26,30,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-07-23,FED-21JUL,2021-07-26,20,0.125,0.125,0.125,NA,NA,0
2021-07-24,FED-21JUL,2021-07-26,0,0.125,0.125,0.125,NA,NA,0
2021-07-25,FED-21JUL,2021-07-26,0,0.125,0.125,0.125,NA,NA,0
2021-07-26,FED-21JUL,2021-07-26,75,0.125,0.125,0.125,NA,NA,0
2021-07-30,FED-21SEP,2021-09-13,468,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-07-31,FED-21SEP,2021-09-13,0,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-08-01,FED-21SEP,2021-09-13,30,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-02,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-03,FED-21SEP,2021-09-13,102,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-04,FED-21SEP,2021-09-13,53,0.1326530612244898,0.125,0.125,1,27.087350526315802,0.0018546959600166592
2021-08-05,FED-21SEP,2021-09-13,0,0.1326530612244898,0.125,0.125,1,27.087350526315802,0.0018546959600166592
2021-08-06,FED-21SEP,2021-09-13,150,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-08-07,FED-21SEP,2021-09-13,100,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-08,FED-21SEP,2021-09-13,3,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-09,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-10,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-11,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-12,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-13,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-14,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-15,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-16,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-17,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-18,FED-21SEP,2021-09-13,520,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-19,FED-21SEP,2021-09-13,200,0.125,0.125,0.125,NA,NA,0
2021-08-20,FED-21SEP,2021-09-13,101,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-21,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-22,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-23,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-24,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-25,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-26,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-27,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-28,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-29,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-30,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-08-31,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-01,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-02,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-03,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-04,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-05,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-06,FED-21SEP,2021-09-13,450,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-07,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-08,FED-21SEP,2021-09-13,454,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-09,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-10,FED-21SEP,2021-09-13,95,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-11,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-12,FED-21SEP,2021-09-13,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-09-13,FED-21SEP,2021-09-13,500,0.125,0.125,0.125,NA,NA,0
2021-11-16,FED-21DEC,2021-12-04,187,0.1377551020408163,0.125,0.125,1,14.302453548387092,0.0030260828821324455
2021-11-17,FED-21DEC,2021-12-04,709,0.1377551020408163,0.125,0.125,1,14.302453548387092,0.0030260828821324455
2021-11-18,FED-21DEC,2021-12-04,653,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-11-19,FED-21DEC,2021-12-04,0,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-11-20,FED-21DEC,2021-12-04,0,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-11-21,FED-21DEC,2021-12-04,0,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-11-22,FED-21DEC,2021-12-04,167,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-11-23,FED-21DEC,2021-12-04,278,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-11-24,FED-21DEC,2021-12-04,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-11-25,FED-21DEC,2021-12-04,100,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-11-26,FED-21DEC,2021-12-04,200,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-11-27,FED-21DEC,2021-12-04,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-11-28,FED-21DEC,2021-12-04,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-11-29,FED-21DEC,2021-12-04,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-11-30,FED-21DEC,2021-12-04,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-12-01,FED-21DEC,2021-12-04,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-12-02,FED-21DEC,2021-12-04,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-12-03,FED-21DEC,2021-12-04,0,0.12755102040816327,0.125,0.125,1,91.09970412371132,6.312473969179509e-4
2021-12-04,FED-21DEC,2021-12-04,410,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-12-27,FED-22JAN,2022-01-26,461,0.1760204081632653,0.125,0.125,1,0.0935976923076911,0.010152019991670138
2021-12-27,FED-22MAR,2022-03-16,114,0.2755102040816326,0.375,0.375,-1.0000000000000002,-1.8495219035202088,0.014974229487713453
2021-12-27,FED-22MAY,2022-05-04,1,0.336734693877551,0.375,0.375,-1.0000000000000004,1.6202465060240927,0.008102092877967515
2021-12-28,FED-22JAN,2022-01-26,1323,0.1326530612244898,0.125,0.125,1,27.087350526315802,0.0018546959600166592
2021-12-28,FED-22JUN,2022-06-15,512,0.3494897959183674,0.375,0.375,-1,4.756154999999999,0.005726780508121616
2021-12-28,FED-22MAR,2022-03-16,1298,0.18622448979591838,0.125,0.125,1,-0.6402547297297305,0.01155768429820908
2021-12-28,FED-22MAY,2022-05-04,376,0.32397959183673464,0.375,0.375,-1.0000000000000004,0.09359769230768933,0.010152019991670138
2021-12-29,FED-22JAN,2022-01-26,612,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2021-12-29,FED-22JUN,2022-06-15,157,0.46938775510204084,0.375,0.375,0.6981132075471697,-0.700065159861591,0.02489197209496043
2021-12-29,FED-22MAR,2022-03-16,142,0.24234693877551022,0.125,0.125,1,-2.0051493311036785,0.015566430653894207
2021-12-29,FED-22MAY,2022-05-04,152,0.326530612244898,0.375,0.375,-1,0.33077288474350297,0.009768065389421076
2021-12-30,FED-22JAN,2022-01-26,1496,0.1377551020408163,0.125,0.125,1,14.302453548387092,0.0030260828821324455
2021-12-30,FED-22JUN,2022-06-15,16,0.46683673469387754,0.375,0.625,0.6206896551724137,-0.7622376581029391,0.028555810079133694
2021-12-30,FED-22MAR,2022-03-16,0,0.24234693877551022,0.125,0.125,1,-2.0051493311036785,0.015566430653894207
2021-12-30,FED-22MAY,2022-05-04,0,0.326530612244898,0.375,0.375,-1,0.33077288474350297,0.009768065389421076
2021-12-31,FED-22JAN,2022-01-26,34,0.13520408163265307,0.125,0.125,1,19.093956382978728,0.0024468971261974175
2021-12-31,FED-22JUN,2022-06-15,62,0.46683673469387754,0.375,0.625,0.6206896551724137,-0.7622376581029391,0.028555810079133694
2021-12-31,FED-22MAR,2022-03-16,1019,0.26275510204081637,0.375,0.375,-0.9999999999999999,-1.9786499999999998,0.015462307371928363
2021-12-31,FED-22MAY,2022-05-04,108,0.32908163265306123,0.375,0.375,-0.9999999999999999,0.5964225000000001,0.009371095376926281
2022-01-01,FED-22JAN,2022-01-26,31,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2022-01-01,FED-22JUN,2022-06-15,0,0.46683673469387754,0.375,0.625,0.6206896551724137,-0.7622376581029391,0.028555810079133694
2022-01-01,FED-22MAR,2022-03-16,0,0.26275510204081637,0.375,0.375,-0.9999999999999999,-1.9786499999999998,0.015462307371928363
2022-01-01,FED-22MAY,2022-05-04,0,0.32908163265306123,0.375,0.375,-0.9999999999999999,0.5964225000000001,0.009371095376926281
2022-01-02,FED-22JAN,2022-01-26,0,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2022-01-02,FED-22JUN,2022-06-15,0,0.46683673469387754,0.375,0.625,0.6206896551724137,-0.7622376581029391,0.028555810079133694
2022-01-02,FED-22MAR,2022-03-16,15,0.26275510204081637,0.375,0.375,-0.9999999999999999,-1.9786499999999998,0.015462307371928363
2022-01-02,FED-22MAY,2022-05-04,0,0.32908163265306123,0.375,0.375,-0.9999999999999999,0.5964225000000001,0.009371095376926281
2022-01-03,FED-22JAN,2022-01-26,69,0.13010204081632654,0.125,0.125,1,43.08511875000001,0.0012494793835901706
2022-01-03,FED-22JUN,2022-06-15,0,0.46683673469387754,0.375,0.625,0.6206896551724137,-0.7622376581029391,0.028555810079133694
2022-01-03,FED-22MAR,2022-03-16,10,0.25510204081632654,0.375,0.375,-0.9999999999999999,-2.0133578222778477,0.015598969179508539
2022-01-03,FED-22MAY,2022-05-04,45,0.336734693877551,0.375,0.375,-1.0000000000000004,1.6202465060240927,0.008102092877967515
